probability,image
0.30341458,dataset_grupo_6_reescalado/esp/esp_32_89.jpg
0.30284765,dataset_grupo_8_reescalado/esp/esp_0059.png
0.30263373,dataset_grupo_6_reescalado/esp/esp_32_131.jpg
0.30114427,dataset_grupo_6_reescalado/esp/esp_32_13.jpg
0.30035180,dataset_grupo_6_reescalado/esp/esp_32_86.jpg
0.29934067,dataset_grupo_3_reescalado/celular/celular_212.jpg
0.29846677,dataset_grupo_4_reescalado/esp/capture_20260422_195836_642350.jpg
0.29829687,dataset_grupo_8_reescalado/esp/esp_0033.png
0.29651988,dataset_grupo_8_reescalado/esp/esp_0485.png
0.29441804,dataset_grupo_8_reescalado/esp/esp_0103.png
0.29333997,dataset_grupo_8_reescalado/esp/esp_0105.png
0.29266629,dataset_grupo_6_reescalado/esp/esp_32_169.jpg
0.29215589,dataset_grupo_8_reescalado/esp/esp_0344.png
0.28957799,dataset_grupo_8_reescalado/esp/esp_0364.png
0.28721085,dataset_grupo_8_reescalado/esp/esp_0183.png
0.28695419,dataset_grupo_8_reescalado/esp/esp_0551.png
0.28544068,dataset_grupo_8_reescalado/esp/esp_0199.png
0.28481752,dataset_grupo_8_reescalado/esp/esp_0060.png
0.28469616,dataset_grupo_4_reescalado/esp/capture_20260422_202929_013696.jpg
0.28454474,dataset_grupo_4_reescalado/esp/capture_20260422_201214_208238.jpg
0.28448758,dataset_grupo_8_reescalado/esp/esp_0278.png
0.28439039,dataset_grupo_4_reescalado/esp/capture_20260422_202910_826332.jpg
0.28354961,dataset_grupo_8_reescalado/esp/esp_0119.png
0.28297278,dataset_grupo_8_reescalado/esp/esp_0245.png
0.27990949,dataset_grupo_8_reescalado/esp/esp_0380.png
0.27727440,dataset_grupo_6_reescalado/esp/esp_32_147.jpg
0.27511287,dataset_grupo_8_reescalado/esp/esp_0195.png
0.27403674,dataset_grupo_4_reescalado/esp/capture_20260422_202332_419996.jpg
0.27274939,dataset_grupo_4_reescalado/esp/capture_20260422_202949_994447.jpg
0.27172774,dataset_grupo_8_reescalado/esp/esp_0093.png
0.27096644,dataset_grupo_4_reescalado/esp/capture_20260422_203000_729742.jpg
0.27068889,dataset_grupo_8_reescalado/esp/esp_0393.png
0.27066523,dataset_grupo_4_reescalado/esp/capture_20260422_202836_797182.jpg
0.27026743,dataset_grupo_6_reescalado/esp/esp_32_92.jpg
0.27002752,dataset_grupo_8_reescalado/esp/esp_0008.png
0.26966619,dataset_grupo_8_reescalado/esp/esp_0104.png
0.26953641,dataset_grupo_8_reescalado/esp/esp_0057.png
0.26943201,dataset_grupo_8_reescalado/esp/esp_0181.png
0.26751295,dataset_grupo_8_reescalado/esp/esp_0023.png
0.26476192,dataset_grupo_8_reescalado/esp/esp_0046.png
0.26284468,dataset_grupo_8_reescalado/esp/esp_0006.png
0.26224691,dataset_grupo_8_reescalado/esp/esp_0162.png
0.26151571,dataset_grupo_8_reescalado/esp/esp_0061.png
0.26026428,dataset_grupo_8_reescalado/esp/esp_0262.png
0.26003721,dataset_grupo_6_reescalado/esp/esp_32_116.jpg
0.26001102,dataset_grupo_8_reescalado/esp/esp_0283.png
0.25863624,dataset_grupo_8_reescalado/esp/esp_0009.png
0.25843784,dataset_grupo_8_reescalado/esp/esp_0182.png
0.25774336,dataset_grupo_8_reescalado/esp/esp_0094.png
0.25750762,dataset_grupo_8_reescalado/esp/esp_0045.png
0.25674954,dataset_grupo_6_reescalado/esp/esp_32_82.jpg
0.25655243,dataset_grupo_8_reescalado/esp/esp_0253.png
0.25561526,dataset_grupo_8_reescalado/esp/esp_0007.png
0.25511989,dataset_grupo_8_reescalado/esp/esp_0040.png
0.25314707,dataset_grupo_8_reescalado/esp/esp_0096.png
0.25314116,dataset_grupo_8_reescalado/esp/esp_0078.png
0.25284442,dataset_grupo_8_reescalado/esp/esp_0003.png
0.25276637,dataset_grupo_6_reescalado/esp/esp_32_146.jpg
0.25236732,dataset_grupo_8_reescalado/esp/esp_0300.png
0.25216445,dataset_grupo_4_reescalado/esp/capture_20260422_202957_744539.jpg
0.25038284,dataset_grupo_8_reescalado/esp/esp_0036.png
0.24911302,dataset_grupo_8_reescalado/esp/esp_0010.png
0.24784297,dataset_grupo_6_reescalado/esp/esp_32_117.jpg
0.24710369,dataset_grupo_8_reescalado/esp/esp_0012.png
0.24673745,dataset_grupo_4_reescalado/esp/capture_20260422_202332_133549.jpg
0.24620844,dataset_grupo_6_reescalado/esp/esp_32_95.jpg
0.24606414,dataset_grupo_8_reescalado/esp/esp_0004.png
0.24540590,dataset_grupo_8_reescalado/esp/esp_0161.png
0.24488695,dataset_grupo_4_reescalado/esp/capture_20260422_200717_135158.jpg
0.24485713,dataset_grupo_8_reescalado/esp/esp_0076.png
0.24276762,dataset_grupo_8_reescalado/esp/esp_0114.png
0.24212864,dataset_grupo_8_reescalado/esp/esp_0399.png
0.24052289,dataset_grupo_6_reescalado/esp/esp_32_87.jpg
0.24004403,dataset_grupo_8_reescalado/esp/esp_0035.png
0.23950821,dataset_grupo_8_reescalado/esp/esp_0029.png
0.23949286,dataset_grupo_8_reescalado/esp/esp_0001.png
0.23855966,dataset_grupo_8_reescalado/esp/esp_0087.png
0.23766439,dataset_grupo_4_reescalado/esp/capture_20260422_202835_699396.jpg
0.23736428,dataset_grupo_8_reescalado/esp/esp_0011.png
0.23664837,dataset_grupo_8_reescalado/esp/esp_0110.png
0.23526482,dataset_grupo_8_reescalado/esp/esp_0027.png
0.23460770,dataset_grupo_8_reescalado/esp/esp_0284.png
0.23438898,dataset_grupo_8_reescalado/esp/esp_0111.png
0.23375124,dataset_grupo_6_reescalado/esp/esp_32_15.jpg
0.23267539,dataset_grupo_6_reescalado/esp/esp_32_159.jpg
0.23249078,dataset_grupo_4_reescalado/esp/capture_20260422_195631_483458.jpg
0.23165677,dataset_grupo_8_reescalado/esp/esp_0063.png
0.23106502,dataset_grupo_8_reescalado/esp/esp_0198.png
0.23089235,dataset_grupo_8_reescalado/esp/esp_0305.png
0.22961946,dataset_grupo_6_reescalado/esp/esp_32_128.jpg
0.22866796,dataset_grupo_8_reescalado/esp/esp_0165.png
0.22754115,dataset_grupo_8_reescalado/esp/esp_0327.png
0.22708634,dataset_grupo_8_reescalado/esp/esp_0062.png
0.22668093,dataset_grupo_6_reescalado/esp/esp_32_83.jpg
0.22647361,dataset_grupo_8_reescalado/esp/esp_0471.png
0.22546312,dataset_grupo_6_reescalado/esp/esp_32_61.jpg
0.22472569,dataset_grupo_8_reescalado/esp/esp_0492.png
0.22371954,dataset_grupo_6_reescalado/esp/esp_32_118.jpg
0.22191411,dataset_grupo_8_reescalado/esp/esp_0296.png
0.22159313,dataset_grupo_8_reescalado/esp/esp_0034.png
0.22113998,dataset_grupo_8_reescalado/esp/esp_0050.png
0.21981363,dataset_grupo_8_reescalado/esp/esp_0342.png
0.21953243,dataset_grupo_4_reescalado/esp/capture_20260422_195615_013726.jpg
0.21935086,dataset_grupo_8_reescalado/esp/esp_0256.png
0.21862894,dataset_grupo_8_reescalado/esp/esp_0048.png
0.21855237,dataset_grupo_4_reescalado/esp/capture_20260422_200728_366184.jpg
0.21799707,dataset_grupo_8_reescalado/esp/esp_0081.png
0.21780945,dataset_grupo_8_reescalado/esp/esp_0025.png
0.21702157,dataset_grupo_6_reescalado/esp/esp_32_119.jpg
0.21564412,dataset_grupo_8_reescalado/esp/esp_0197.png
0.21557437,dataset_grupo_4_reescalado/esp/capture_20260422_202956_844618.jpg
0.21539347,dataset_grupo_8_reescalado/esp/esp_0053.png
0.21442011,dataset_grupo_6_reescalado/esp/esp_32_14.jpg
0.21406628,dataset_grupo_8_reescalado/esp/esp_0331.png
0.21403541,dataset_grupo_8_reescalado/esp/esp_0282.png
0.21369733,dataset_grupo_8_reescalado/esp/esp_0070.png
0.21333805,dataset_grupo_6_reescalado/esp/esp_32_168.jpg
0.21288311,dataset_grupo_4_reescalado/esp/capture_20260422_195803_898789.jpg
0.21221615,dataset_grupo_6_reescalado/esp/esp_32_141.jpg
0.21113808,dataset_grupo_8_reescalado/esp/esp_0106.png
0.21101886,dataset_grupo_8_reescalado/esp/esp_0163.png
0.21085495,dataset_grupo_8_reescalado/esp/esp_0286.png
0.21063234,dataset_grupo_8_reescalado/esp/esp_0016.png
0.20940018,dataset_grupo_8_reescalado/esp/esp_0066.png
0.20905425,dataset_grupo_8_reescalado/esp/esp_0015.png
0.20898019,dataset_grupo_8_reescalado/esp/esp_0191.png
0.20658301,dataset_grupo_8_reescalado/esp/esp_0055.png
0.20654790,dataset_grupo_8_reescalado/esp/esp_0374.png
0.20535660,dataset_grupo_8_reescalado/esp/esp_0455.png
0.20503102,dataset_grupo_8_reescalado/esp/esp_0014.png
0.20407259,dataset_grupo_8_reescalado/esp/esp_0307.png
0.20395954,dataset_grupo_8_reescalado/esp/esp_0190.png
0.20387501,dataset_grupo_4_reescalado/esp/capture_20260422_202916_011088.jpg
0.20361216,dataset_grupo_4_reescalado/esp/capture_20260422_202911_714612.jpg
0.20338835,dataset_grupo_8_reescalado/esp/esp_0512.png
0.20303541,dataset_grupo_4_reescalado/esp/capture_20260422_200805_088052.jpg
0.20295164,dataset_grupo_8_reescalado/esp/esp_0086.png
0.20223004,dataset_grupo_8_reescalado/esp/esp_0285.png
0.20197977,dataset_grupo_8_reescalado/esp/esp_0100.png
0.20086330,dataset_grupo_6_reescalado/esp/esp_32_96.jpg
0.20076506,dataset_grupo_8_reescalado/esp/esp_0115.png
0.19917548,dataset_grupo_8_reescalado/esp/esp_0049.png
0.19905147,dataset_grupo_8_reescalado/esp/esp_0258.png
0.19841279,dataset_grupo_8_reescalado/esp/esp_0028.png
0.19832720,dataset_grupo_4_reescalado/esp/capture_20260422_195647_873317.jpg
0.19831228,dataset_grupo_8_reescalado/esp/esp_0031.png
0.19806737,dataset_grupo_8_reescalado/esp/esp_0084.png
0.19793741,dataset_grupo_8_reescalado/esp/esp_0113.png
0.19731827,dataset_grupo_8_reescalado/esp/esp_0069.png
0.19536951,dataset_grupo_8_reescalado/esp/esp_0107.png
0.19376531,dataset_grupo_8_reescalado/esp/esp_0194.png
0.19345099,dataset_grupo_4_reescalado/esp/capture_20260422_202331_869845.jpg
0.19079652,dataset_grupo_8_reescalado/esp/esp_0064.png
0.19013335,dataset_grupo_8_reescalado/esp/esp_0516.png
0.18902038,dataset_grupo_8_reescalado/esp/esp_0167.png
0.18807197,dataset_grupo_8_reescalado/esp/esp_0026.png
0.18805209,dataset_grupo_6_reescalado/esp/esp_32_167.jpg
0.18786043,dataset_grupo_4_reescalado/esp/capture_20260422_200810_835366.jpg
0.18722957,dataset_grupo_8_reescalado/esp/esp_0166.png
0.18692701,dataset_grupo_8_reescalado/esp/esp_0169.png
0.18517381,dataset_grupo_8_reescalado/esp/esp_0192.png
0.18417588,dataset_grupo_6_reescalado/esp/esp_32_16.jpg
0.18383637,dataset_grupo_8_reescalado/esp/esp_0092.png
0.18376131,dataset_grupo_8_reescalado/esp/esp_0056.png
0.18368131,dataset_grupo_8_reescalado/esp/esp_0464.png
0.18344413,dataset_grupo_8_reescalado/esp/esp_0196.png
0.18270583,dataset_grupo_8_reescalado/esp/esp_0445.png
0.18216586,dataset_grupo_6_reescalado/esp/esp_32_115.jpg
0.18153037,dataset_grupo_8_reescalado/esp/esp_0170.png
0.18146798,dataset_grupo_8_reescalado/esp/esp_0309.png
0.18127094,dataset_grupo_4_reescalado/esp/capture_20260422_200904_457902.jpg
0.18077567,dataset_grupo_4_reescalado/esp/capture_20260422_195642_441794.jpg
0.18047832,dataset_grupo_4_reescalado/esp/capture_20260422_200711_890038.jpg
0.18036230,dataset_grupo_4_reescalado/esp/capture_20260422_202955_902275.jpg
