image,label,group,source,capture_block
dataset_grupo_6_reescalado/esp/esp_32_116.jpg,0,dataset_grupo_6_reescalado,esp,dataset_grupo_6_reescalado/esp/block_000
dataset_grupo_8_reescalado/esp/esp_0302.png,1,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado/esp/block_007
dataset_grupo_3_reescalado/celular/celular_049.jpg,1,dataset_grupo_3_reescalado,celular,dataset_grupo_3_reescalado/celular/block_001
dataset_grupo_3_reescalado/celular/celular_013.jpg,1,dataset_grupo_3_reescalado,celular,dataset_grupo_3_reescalado/celular/block_000
dataset_grupo_4_reescalado/esp/capture_20260422_200717_135158.jpg,0,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado/esp/block_001
dataset_grupo_3_reescalado/celular/celular_036.jpg,1,dataset_grupo_3_reescalado,celular,dataset_grupo_3_reescalado/celular/block_000
dataset_grupo_6_reescalado/esp/esp_32_138.jpg,1,dataset_grupo_6_reescalado,esp,dataset_grupo_6_reescalado/esp/block_001
dataset_grupo_8_reescalado/esp/esp_0564.png,1,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado/esp/block_013
dataset_grupo_8_reescalado/esp/esp_0086.png,0,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado/esp/block_002
dataset_grupo_6_reescalado/celular/celular_185.jpg,1,dataset_grupo_6_reescalado,celular,dataset_grupo_6_reescalado/celular/block_004
dataset_grupo_4_reescalado/esp/capture_20260422_202906_086094.jpg,1,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado/esp/block_007
dataset_grupo_8_reescalado/esp/esp_0037.png,0,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado/esp/block_000
dataset_grupo_6_reescalado/esp/esp_32_90.jpg,0,dataset_grupo_6_reescalado,esp,dataset_grupo_6_reescalado/esp/block_004
dataset_grupo_4_reescalado/esp/capture_20260422_202908_871603.jpg,1,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado/esp/block_007
dataset_grupo_6_reescalado/esp/esp_32_133.jpg,1,dataset_grupo_6_reescalado,esp,dataset_grupo_6_reescalado/esp/block_000
dataset_grupo_6_reescalado/esp/esp_32_167.jpg,0,dataset_grupo_6_reescalado,esp,dataset_grupo_6_reescalado/esp/block_001
dataset_grupo_6_reescalado/esp/esp_32_87.jpg,0,dataset_grupo_6_reescalado,esp,dataset_grupo_6_reescalado/esp/block_004
dataset_grupo_8_reescalado/esp/esp_0381.png,1,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado/esp/block_009
dataset_grupo_8_reescalado/esp/esp_0163.png,0,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado/esp/block_004
dataset_grupo_8_reescalado/esp/esp_0513.png,1,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado/esp/block_012
dataset_grupo_8_reescalado/esp/esp_0184.png,0,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado/esp/block_004
dataset_grupo_4_reescalado/celular/20260415_135738.jpg,1,dataset_grupo_4_reescalado,celular,dataset_grupo_4_reescalado/celular/block_001
dataset_grupo_3_reescalado/celular/celular_106.jpg,1,dataset_grupo_3_reescalado,celular,dataset_grupo_3_reescalado/celular/block_002
dataset_grupo_4_reescalado/celular/20260421_161456.jpg,0,dataset_grupo_4_reescalado,celular,dataset_grupo_4_reescalado/celular/block_003
dataset_grupo_4_reescalado/celular/20260415_135324.jpg,1,dataset_grupo_4_reescalado,celular,dataset_grupo_4_reescalado/celular/block_001
dataset_grupo_6_reescalado/celular/celular_066.jpg,1,dataset_grupo_6_reescalado,celular,dataset_grupo_6_reescalado/celular/block_001
dataset_grupo_6_reescalado/celular/celular_064.jpg,1,dataset_grupo_6_reescalado,celular,dataset_grupo_6_reescalado/celular/block_001
dataset_grupo_6_reescalado/celular/celular_171.jpg,1,dataset_grupo_6_reescalado,celular,dataset_grupo_6_reescalado/celular/block_003
dataset_grupo_6_reescalado/celular/celular_179.jpg,1,dataset_grupo_6_reescalado,celular,dataset_grupo_6_reescalado/celular/block_003
dataset_grupo_4_reescalado/esp/capture_20260422_202239_812646.jpg,1,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado/esp/block_002
dataset_grupo_8_reescalado/esp/esp_0323.png,1,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado/esp/block_007
dataset_grupo_8_reescalado/esp/esp_0268.png,1,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado/esp/block_006
dataset_grupo_8_reescalado/esp/esp_0387.png,1,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado/esp/block_009
dataset_grupo_6_reescalado/celular/celular_065.jpg,1,dataset_grupo_6_reescalado,celular,dataset_grupo_6_reescalado/celular/block_001
dataset_grupo_8_reescalado/esp/esp_0336.png,1,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado/esp/block_008
dataset_grupo_8_reescalado/esp/esp_0329.png,1,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado/esp/block_008
dataset_grupo_6_reescalado/celular/celular_216.jpg,1,dataset_grupo_6_reescalado,celular,dataset_grupo_6_reescalado/celular/block_004
dataset_grupo_3_reescalado/celular/celular_115.jpg,1,dataset_grupo_3_reescalado,celular,dataset_grupo_3_reescalado/celular/block_002
dataset_grupo_3_reescalado/celular/celular_251.jpg,1,dataset_grupo_3_reescalado,celular,dataset_grupo_3_reescalado/celular/block_006
dataset_grupo_8_reescalado/esp/esp_0312.png,1,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado/esp/block_007
dataset_grupo_8_reescalado/esp/esp_0294.png,1,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado/esp/block_007
dataset_grupo_8_reescalado/esp/esp_0061.png,0,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado/esp/block_001
dataset_grupo_3_reescalado/celular/celular_261.jpg,1,dataset_grupo_3_reescalado,celular,dataset_grupo_3_reescalado/celular/block_006
dataset_grupo_6_reescalado/celular/celular_203.jpg,1,dataset_grupo_6_reescalado,celular,dataset_grupo_6_reescalado/celular/block_004
dataset_grupo_6_reescalado/esp/esp_32_158.jpg,1,dataset_grupo_6_reescalado,esp,dataset_grupo_6_reescalado/esp/block_001
dataset_grupo_3_reescalado/esp/esp_003.jpg,1,dataset_grupo_3_reescalado,esp,dataset_grupo_3_reescalado/esp/block_000
dataset_grupo_8_reescalado/esp/esp_0009.png,0,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado/esp/block_000
dataset_grupo_8_reescalado/esp/esp_0267.png,1,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado/esp/block_006
dataset_grupo_4_reescalado/celular/20260415_135427.jpg,1,dataset_grupo_4_reescalado,celular,dataset_grupo_4_reescalado/celular/block_001
dataset_grupo_4_reescalado/esp/capture_20260422_203002_789692.jpg,1,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado/esp/block_010
dataset_grupo_3_reescalado/celular/celular_214.jpg,1,dataset_grupo_3_reescalado,celular,dataset_grupo_3_reescalado/celular/block_005
dataset_grupo_6_reescalado/esp/esp_32_101.jpg,0,dataset_grupo_6_reescalado,esp,dataset_grupo_6_reescalado/esp/block_000
dataset_grupo_8_reescalado/esp/esp_0179.png,0,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado/esp/block_004
dataset_grupo_3_reescalado/celular/celular_229.jpg,1,dataset_grupo_3_reescalado,celular,dataset_grupo_3_reescalado/celular/block_005
dataset_grupo_6_reescalado/esp/esp_32_105.jpg,0,dataset_grupo_6_reescalado,esp,dataset_grupo_6_reescalado/esp/block_000
dataset_grupo_6_reescalado/celular/celular_167.jpg,1,dataset_grupo_6_reescalado,celular,dataset_grupo_6_reescalado/celular/block_003
dataset_grupo_4_reescalado/celular/20260421_161449.jpg,0,dataset_grupo_4_reescalado,celular,dataset_grupo_4_reescalado/celular/block_003
dataset_grupo_6_reescalado/esp/esp_32_127.jpg,1,dataset_grupo_6_reescalado,esp,dataset_grupo_6_reescalado/esp/block_000
dataset_grupo_3_reescalado/celular/celular_112.jpg,1,dataset_grupo_3_reescalado,celular,dataset_grupo_3_reescalado/celular/block_002
dataset_grupo_4_reescalado/celular/20260415_135640.jpg,1,dataset_grupo_4_reescalado,celular,dataset_grupo_4_reescalado/celular/block_001
dataset_grupo_6_reescalado/esp/esp_32_15.jpg,0,dataset_grupo_6_reescalado,esp,dataset_grupo_6_reescalado/esp/block_001
dataset_grupo_8_reescalado/esp/esp_0169.png,0,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado/esp/block_004
dataset_grupo_3_reescalado/esp/esp_015.jpg,1,dataset_grupo_3_reescalado,esp,dataset_grupo_3_reescalado/esp/block_000
dataset_grupo_8_reescalado/esp/esp_0472.png,1,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado/esp/block_011
dataset_grupo_3_reescalado/celular/celular_018.jpg,1,dataset_grupo_3_reescalado,celular,dataset_grupo_3_reescalado/celular/block_000
dataset_grupo_3_reescalado/celular/celular_078.jpg,1,dataset_grupo_3_reescalado,celular,dataset_grupo_3_reescalado/celular/block_001
dataset_grupo_8_reescalado/esp/esp_0504.png,1,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado/esp/block_012
dataset_grupo_4_reescalado/esp/capture_20260422_195752_969951.jpg,1,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado/esp/block_000
dataset_grupo_6_reescalado/esp/esp_32_96.jpg,0,dataset_grupo_6_reescalado,esp,dataset_grupo_6_reescalado/esp/block_005
dataset_grupo_8_reescalado/esp/esp_0378.png,1,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado/esp/block_009
dataset_grupo_4_reescalado/celular/VideoCapture_20260416-222613.jpg,1,dataset_grupo_4_reescalado,celular,dataset_grupo_4_reescalado/celular/block_005
dataset_grupo_8_reescalado/esp/esp_0385.png,1,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado/esp/block_009
dataset_grupo_4_reescalado/esp/capture_20260422_202258_189407.jpg,0,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado/esp/block_003
dataset_grupo_8_reescalado/esp/esp_0003.png,0,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado/esp/block_000
dataset_grupo_4_reescalado/celular/20260421_161702.jpg,0,dataset_grupo_4_reescalado,celular,dataset_grupo_4_reescalado/celular/block_004
dataset_grupo_3_reescalado/esp/esp_061.jpg,1,dataset_grupo_3_reescalado,esp,dataset_grupo_3_reescalado/esp/block_001
dataset_grupo_4_reescalado/celular/20260415_140051.jpg,1,dataset_grupo_4_reescalado,celular,dataset_grupo_4_reescalado/celular/block_003
dataset_grupo_4_reescalado/esp/capture_20260422_195615_013726.jpg,0,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado/esp/block_000
dataset_grupo_4_reescalado/celular/20260415_135429.jpg,1,dataset_grupo_4_reescalado,celular,dataset_grupo_4_reescalado/celular/block_001
dataset_grupo_8_reescalado/esp/esp_0248.png,0,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado/esp/block_006
dataset_grupo_8_reescalado/esp/esp_0087.png,0,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado/esp/block_002
dataset_grupo_4_reescalado/celular/20260415_135147.jpg,1,dataset_grupo_4_reescalado,celular,dataset_grupo_4_reescalado/celular/block_000
dataset_grupo_4_reescalado/celular/20260415_140239.jpg,1,dataset_grupo_4_reescalado,celular,dataset_grupo_4_reescalado/celular/block_003
dataset_grupo_8_reescalado/esp/esp_0175.png,0,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado/esp/block_004
dataset_grupo_4_reescalado/celular/20260415_140049.jpg,1,dataset_grupo_4_reescalado,celular,dataset_grupo_4_reescalado/celular/block_003
dataset_grupo_4_reescalado/esp/capture_20260422_200853_747883.jpg,1,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado/esp/block_001
dataset_grupo_8_reescalado/esp/esp_0303.png,1,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado/esp/block_007
dataset_grupo_8_reescalado/esp/esp_0515.png,1,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado/esp/block_012
dataset_grupo_4_reescalado/esp/capture_20260422_202911_714612.jpg,0,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado/esp/block_007
dataset_grupo_4_reescalado/esp/capture_20260422_202308_970832.jpg,1,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado/esp/block_003
dataset_grupo_3_reescalado/esp/esp_018.jpg,1,dataset_grupo_3_reescalado,esp,dataset_grupo_3_reescalado/esp/block_000
dataset_grupo_8_reescalado/esp/esp_0057.png,0,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado/esp/block_001
dataset_grupo_3_reescalado/celular/celular_101.jpg,1,dataset_grupo_3_reescalado,celular,dataset_grupo_3_reescalado/celular/block_002
dataset_grupo_4_reescalado/celular/20260421_161612.jpg,0,dataset_grupo_4_reescalado,celular,dataset_grupo_4_reescalado/celular/block_004
dataset_grupo_4_reescalado/celular/VideoCapture_20260421-175647.jpg,0,dataset_grupo_4_reescalado,celular,dataset_grupo_4_reescalado/celular/block_007
dataset_grupo_8_reescalado/esp/esp_0071.png,0,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado/esp/block_001
dataset_grupo_6_reescalado/celular/celular_156.jpg,1,dataset_grupo_6_reescalado,celular,dataset_grupo_6_reescalado/celular/block_003
dataset_grupo_8_reescalado/esp/esp_0065.png,0,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado/esp/block_001
dataset_grupo_6_reescalado/celular/celular_145.jpg,1,dataset_grupo_6_reescalado,celular,dataset_grupo_6_reescalado/celular/block_003
dataset_grupo_4_reescalado/celular/20260415_135111.jpg,1,dataset_grupo_4_reescalado,celular,dataset_grupo_4_reescalado/celular/block_000
dataset_grupo_6_reescalado/esp/esp_32_93.jpg,1,dataset_grupo_6_reescalado,esp,dataset_grupo_6_reescalado/esp/block_005
dataset_grupo_3_reescalado/esp/esp_030.jpg,1,dataset_grupo_3_reescalado,esp,dataset_grupo_3_reescalado/esp/block_000
dataset_grupo_4_reescalado/esp/capture_20260422_202247_902594.jpg,0,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado/esp/block_002
dataset_grupo_4_reescalado/esp/capture_20260422_195653_389077.jpg,1,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado/esp/block_000
dataset_grupo_3_reescalado/celular/celular_260.jpg,1,dataset_grupo_3_reescalado,celular,dataset_grupo_3_reescalado/celular/block_006
dataset_grupo_8_reescalado/esp/esp_0559.png,1,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado/esp/block_013
dataset_grupo_6_reescalado/celular/celular_098.jpg,1,dataset_grupo_6_reescalado,celular,dataset_grupo_6_reescalado/celular/block_001
dataset_grupo_8_reescalado/esp/esp_0328.png,1,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado/esp/block_008
dataset_grupo_4_reescalado/celular/VideoCapture_20260416-222537.jpg,1,dataset_grupo_4_reescalado,celular,dataset_grupo_4_reescalado/celular/block_005
dataset_grupo_8_reescalado/esp/esp_0369.png,1,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado/esp/block_009
dataset_grupo_4_reescalado/celular/20260421_161642.jpg,0,dataset_grupo_4_reescalado,celular,dataset_grupo_4_reescalado/celular/block_004
dataset_grupo_4_reescalado/celular/VideoCapture_20260421-175628.jpg,0,dataset_grupo_4_reescalado,celular,dataset_grupo_4_reescalado/celular/block_007
dataset_grupo_4_reescalado/celular/20260415_140203.jpg,1,dataset_grupo_4_reescalado,celular,dataset_grupo_4_reescalado/celular/block_003
dataset_grupo_3_reescalado/celular/celular_087.jpg,1,dataset_grupo_3_reescalado,celular,dataset_grupo_3_reescalado/celular/block_002
dataset_grupo_3_reescalado/celular/celular_258.jpg,1,dataset_grupo_3_reescalado,celular,dataset_grupo_3_reescalado/celular/block_006
dataset_grupo_8_reescalado/esp/esp_0182.png,0,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado/esp/block_004
dataset_grupo_3_reescalado/celular/celular_028.jpg,1,dataset_grupo_3_reescalado,celular,dataset_grupo_3_reescalado/celular/block_000
dataset_grupo_3_reescalado/celular/celular_072.jpg,1,dataset_grupo_3_reescalado,celular,dataset_grupo_3_reescalado/celular/block_001
dataset_grupo_4_reescalado/esp/capture_20260422_202304_975689.jpg,0,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado/esp/block_003
dataset_grupo_4_reescalado/celular/VideoCapture_20260416-222548.jpg,1,dataset_grupo_4_reescalado,celular,dataset_grupo_4_reescalado/celular/block_005
dataset_grupo_4_reescalado/celular/20260421_161609.jpg,0,dataset_grupo_4_reescalado,celular,dataset_grupo_4_reescalado/celular/block_004
dataset_grupo_6_reescalado/celular/celular_067.jpg,1,dataset_grupo_6_reescalado,celular,dataset_grupo_6_reescalado/celular/block_001
dataset_grupo_4_reescalado/celular/20260421_161604.jpg,0,dataset_grupo_4_reescalado,celular,dataset_grupo_4_reescalado/celular/block_004
dataset_grupo_3_reescalado/celular/celular_093.jpg,1,dataset_grupo_3_reescalado,celular,dataset_grupo_3_reescalado/celular/block_002
dataset_grupo_6_reescalado/celular/celular_206.jpg,1,dataset_grupo_6_reescalado,celular,dataset_grupo_6_reescalado/celular/block_004
dataset_grupo_8_reescalado/esp/esp_0023.png,0,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado/esp/block_000
dataset_grupo_3_reescalado/celular/celular_202.jpg,1,dataset_grupo_3_reescalado,celular,dataset_grupo_3_reescalado/celular/block_005
dataset_grupo_3_reescalado/celular/celular_108.jpg,1,dataset_grupo_3_reescalado,celular,dataset_grupo_3_reescalado/celular/block_002
dataset_grupo_3_reescalado/celular/celular_118.jpg,1,dataset_grupo_3_reescalado,celular,dataset_grupo_3_reescalado/celular/block_002
dataset_grupo_8_reescalado/esp/esp_0085.png,0,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado/esp/block_002
dataset_grupo_8_reescalado/esp/esp_0359.png,1,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado/esp/block_008
dataset_grupo_4_reescalado/celular/20260415_140043.jpg,1,dataset_grupo_4_reescalado,celular,dataset_grupo_4_reescalado/celular/block_003
dataset_grupo_4_reescalado/esp/capture_20260422_202312_332551.jpg,1,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado/esp/block_003
dataset_grupo_8_reescalado/esp/esp_0308.png,1,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado/esp/block_007
dataset_grupo_6_reescalado/celular/celular_221.jpg,1,dataset_grupo_6_reescalado,celular,dataset_grupo_6_reescalado/celular/block_004
dataset_grupo_8_reescalado/esp/esp_0349.png,1,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado/esp/block_008
dataset_grupo_4_reescalado/esp/capture_20260422_202309_666352.jpg,1,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado/esp/block_003
dataset_grupo_4_reescalado/esp/capture_20260422_195721_837176.jpg,1,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado/esp/block_000
dataset_grupo_4_reescalado/esp/capture_20260422_202300_330371.jpg,0,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado/esp/block_003
dataset_grupo_8_reescalado/esp/esp_0020.png,0,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado/esp/block_000
dataset_grupo_6_reescalado/esp/esp_32_60.jpg,1,dataset_grupo_6_reescalado,esp,dataset_grupo_6_reescalado/esp/block_004
dataset_grupo_8_reescalado/esp/esp_0251.png,0,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado/esp/block_006
dataset_grupo_4_reescalado/esp/capture_20260422_202750_168817.jpg,1,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado/esp/block_005
dataset_grupo_6_reescalado/esp/esp_32_76.jpg,1,dataset_grupo_6_reescalado,esp,dataset_grupo_6_reescalado/esp/block_004
dataset_grupo_4_reescalado/celular/20260421_161508.jpg,0,dataset_grupo_4_reescalado,celular,dataset_grupo_4_reescalado/celular/block_003
dataset_grupo_6_reescalado/esp/esp_32_100.jpg,0,dataset_grupo_6_reescalado,esp,dataset_grupo_6_reescalado/esp/block_000
dataset_grupo_4_reescalado/esp/capture_20260422_202801_941759.jpg,1,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado/esp/block_005
dataset_grupo_8_reescalado/esp/esp_0557.png,1,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado/esp/block_013
dataset_grupo_4_reescalado/esp/capture_20260422_202925_931011.jpg,1,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado/esp/block_008
dataset_grupo_8_reescalado/esp/esp_0043.png,0,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado/esp/block_001
dataset_grupo_6_reescalado/celular/celular_094.jpg,1,dataset_grupo_6_reescalado,celular,dataset_grupo_6_reescalado/celular/block_001
dataset_grupo_4_reescalado/celular/20260421_161732.jpg,0,dataset_grupo_4_reescalado,celular,dataset_grupo_4_reescalado/celular/block_004
dataset_grupo_3_reescalado/esp/esp_054.jpg,1,dataset_grupo_3_reescalado,esp,dataset_grupo_3_reescalado/esp/block_001
dataset_grupo_6_reescalado/esp/esp_32_1.jpg,1,dataset_grupo_6_reescalado,esp,dataset_grupo_6_reescalado/esp/block_000
dataset_grupo_4_reescalado/esp/capture_20260422_202835_163294.jpg,1,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado/esp/block_007
dataset_grupo_4_reescalado/esp/capture_20260422_202245_257607.jpg,1,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado/esp/block_002
dataset_grupo_4_reescalado/celular/20260415_140214.jpg,1,dataset_grupo_4_reescalado,celular,dataset_grupo_4_reescalado/celular/block_003
dataset_grupo_8_reescalado/esp/esp_0562.png,1,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado/esp/block_013
dataset_grupo_6_reescalado/celular/celular_225.jpg,1,dataset_grupo_6_reescalado,celular,dataset_grupo_6_reescalado/celular/block_004
dataset_grupo_3_reescalado/celular/celular_239.jpg,1,dataset_grupo_3_reescalado,celular,dataset_grupo_3_reescalado/celular/block_005
dataset_grupo_4_reescalado/celular/VideoCapture_20260416-222505.jpg,1,dataset_grupo_4_reescalado,celular,dataset_grupo_4_reescalado/celular/block_005
dataset_grupo_6_reescalado/celular/celular_250.jpg,1,dataset_grupo_6_reescalado,celular,dataset_grupo_6_reescalado/celular/block_005
dataset_grupo_8_reescalado/esp/esp_0113.png,0,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado/esp/block_002
dataset_grupo_3_reescalado/celular/celular_235.jpg,1,dataset_grupo_3_reescalado,celular,dataset_grupo_3_reescalado/celular/block_005
dataset_grupo_3_reescalado/celular/celular_004.jpg,1,dataset_grupo_3_reescalado,celular,dataset_grupo_3_reescalado/celular/block_000
dataset_grupo_6_reescalado/celular/celular_154.jpg,1,dataset_grupo_6_reescalado,celular,dataset_grupo_6_reescalado/celular/block_003
dataset_grupo_4_reescalado/esp/capture_20260422_202916_633226.jpg,1,dataset_grupo_4_reescalado,esp,dataset_grupo_4_reescalado/esp/block_008
dataset_grupo_6_reescalado/celular/celular_095.jpg,1,dataset_grupo_6_reescalado,celular,dataset_grupo_6_reescalado/celular/block_001
dataset_grupo_8_reescalado/esp/esp_0066.png,0,dataset_grupo_8_reescalado,esp,dataset_grupo_8_reescalado/esp/block_001
